,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_spend,customer_lifetime_value,churn_probability,risk_level,monthly_revenue_at_risk,tenure_group
1432,1666-JZPZT,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,1.75,1323.0,0.16437120325834614,Low,8.05418895965896,Established Accounts
1433,5777-KJIRB,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,1.225609756097561,2010.0,0.05461089399004142,Low,2.7441974229995814,Established Accounts
1434,0506-LVNGN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,12.591666666666667,377.75,0.6190769701735902,High,46.77126509661474,First-Year Accounts
1435,7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,2.211111111111111,159.2,0.05803838816026038,Low,1.1549639243891814,First-Year Accounts
1436,2480-EJWYP,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,1.6576271186440676,5672.4,0.2871967869267596,Low,28.087845761437087,Loyal Accounts
1437,3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,1.8924528301886792,5215.599999999999,0.14240034042807317,Low,14.282754144935739,Loyal Accounts
1438,7055-HNEOJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,13.95,167.39999999999998,0.3032922905618324,Medium,16.923709813350246,First-Year Accounts
1439,5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,2.6464285714285714,4557.150000000001,0.06582770784468708,Low,7.31674972693697,Established Accounts
1440,3211-AAPKX,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,4.692857142857143,1971.0,0.5038552855021581,Medium,49.654938386237674,Second-Year Accounts
1441,8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,25.025,50.05,0.6617423376878124,High,33.12020400127501,First-Year Accounts
1442,2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,16.16,323.2,0.4915259198592078,Medium,39.71529432462399,First-Year Accounts
1443,2958-NHPPS,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,0.86875,479.55,0.11062501055750554,Low,2.3065314701239905,Second-Year Accounts
1444,6806-YDEUL,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,2.7857142857142856,117.0,0.1985493895309224,Low,3.871713095852987,First-Year Accounts
1445,1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,2.1500000000000004,154.8,0.15239787650393763,Low,2.9488989103511933,First-Year Accounts
1446,6890-PFRQX,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,3.6578947368421053,1251.0,0.2074791542499825,Low,14.419801220373785,Second-Year Accounts
1447,0222-CNVPT,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,0.920754716981132,2537.6,0.2402923942905962,Low,11.726268841381094,Loyal Accounts
1448,5899-OUVKV,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,2.953125,2929.5,0.5059337785975234,Medium,47.81074207746596,Established Accounts
1449,8681-ICONS,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,0.6883333333333332,598.8499999999999,0.07912594457317308,Low,1.633950755436024,Established Accounts
1450,1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,2.866216216216216,3817.7999999999997,0.055939819983478835,Low,5.93241790924793,Established Accounts
1451,3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,5.882352941176471,1600.0,0.6732851807238428,High,67.32851807238428,Second-Year Accounts
1452,6362-QHAFM,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,2.5186046511627906,4548.599999999999,0.2862901945368143,Low,31.00522806833699,Established Accounts
1453,7893-IXHRQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,10.275,20.55,0.27995708144835113,Low,5.753118023763616,First-Year Accounts
1454,3070-BDOQC,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,1.6336065573770493,5979.0,0.09704776451405332,Low,9.670809733825415,Loyal Accounts
1455,2952-QAYZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,14.216666666666667,426.5,0.6808132600286729,High,58.073371080445796,First-Year Accounts
1456,6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,4.1695652173913045,2109.8,0.3067180987645098,Medium,29.41426567151649,Second-Year Accounts
1457,9824-QCJPK,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,0.5405405405405406,720.0,0.02478426434647201,Low,0.49568528692944025,Established Accounts
1458,4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,14.080000000000002,281.6,0.5934925866780653,Medium,41.7818781021358,First-Year Accounts
1459,4283-IVYCI,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,6.495,584.5500000000001,0.14413526982049177,Low,9.361585774840941,First-Year Accounts
1460,1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,37.3,74.6,0.7329501680575263,High,54.67808253709146,First-Year Accounts
1461,8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,3.784615384615385,590.4000000000001,0.22322589263235082,Low,10.982713917511662,First-Year Accounts
1462,8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,3.0729166666666665,1696.25,0.1444728064846449,Low,10.65486947824256,Second-Year Accounts
1463,9480-BQJEI,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,1.465079365079365,5722.599999999999,0.1171063453304059,Low,10.808915673996465,Loyal Accounts
1464,5394-SVGJV,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,2.6,3655.6,0.3713377812439006,Medium,36.688172786897375,Established Accounts
1465,6979-TNDEU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,2.1333333333333333,153.6,0.13134252382728467,Low,2.5217764574838655,First-Year Accounts
1466,9777-WJJPR,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,2.7703125,2748.15,0.40700852808972543,Medium,36.08130601515416,Established Accounts
1467,9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,5.314285714285715,967.2,0.4797681388971208,Medium,35.69474953394579,Second-Year Accounts
1468,7079-QRCBC,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,3.95,2370.0,0.6440957236876041,High,63.60445271415091,Second-Year Accounts
1469,9495-SKLKD,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,2.0858695652173913,4317.75,0.33913596539019936,Medium,32.54009587918963,Established Accounts
1470,6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,1.5057142857142858,7272.6,0.06641069235349574,Low,6.999686974058451,Loyal Accounts
1471,5067-DGXLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,6.75,40.5,0.18186063706705702,Low,3.6826779006079047,First-Year Accounts
1472,5469-CTCWN,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,1.7096774193548387,6466.0,0.19536020203805018,Low,20.70818141603332,Loyal Accounts
1473,9851-QXEEQ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,2.492857142857143,4292.7,0.5384764088081292,Medium,56.37848000221113,Established Accounts
1474,6281-FKEWS,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265.0,1.0899999999999999,2158.2,0.19868522692711207,Low,9.745510380774848,Established Accounts
1475,8898-KASCD,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,0.8887499999999999,1386.4499999999998,0.05407637035877927,Low,1.9224149662546028,Established Accounts
1476,9242-TKFSV,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,0.8917808219178082,4687.2,0.01648235517701414,Low,1.0730013220236205,Loyal Accounts
1477,9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,6.917857142857143,1259.05,0.7031488998000137,High,68.09997094563133,Second-Year Accounts
1478,0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,1.3413461538461537,3557.25,0.02565571230273856,Low,1.7894859331160147,Loyal Accounts
1479,2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,1.3777777777777778,7043.2,0.1091159480582115,Low,10.82430204737458,Loyal Accounts
1480,9809-IMGCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,4.2043478260869565,2127.4,0.7118994405675737,High,68.84067590288439,Second-Year Accounts
1481,5208-HFSBT,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,18.349999999999998,110.1,0.34541855609817684,Medium,19.015291513204634,First-Year Accounts
1482,5035-PGZXH,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,1.8736842105263158,5980.8,0.2848926052727155,Low,30.426530243126013,Loyal Accounts
1483,8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,25.625,51.25,0.3787223521290639,Medium,19.409520546614527,First-Year Accounts
1484,6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,2.40625,1328.25,0.03944462237344086,Low,2.27792694206621,Second-Year Accounts
1485,8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,1.0574626865671641,4676.099999999999,0.08529255331936178,Low,6.042977402676781,Loyal Accounts
1486,8605-ITULD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,9.775,19.55,0.2128462101529443,Low,4.161143408490061,First-Year Accounts
1487,3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,4.41,1675.8,0.6721815193306359,High,59.286410004962086,Second-Year Accounts
1488,6416-YJTTB,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,6.625,874.5,0.38105777714901307,Medium,30.294093283346538,First-Year Accounts
1489,2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145.0,2.1944444444444446,158.0,0.07342699536568811,Low,1.4501831584723401,First-Year Accounts
1490,4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,1.8518867924528304,5103.8,0.20217576512010485,Low,19.84355134653829,Loyal Accounts
1491,3195-TQDZX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,5.0625,60.75,0.2741200604668781,Low,5.550931224454281,First-Year Accounts
1492,3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,1.5221153846153848,4036.65,0.15782296724909065,Low,12.491687857765525,Loyal Accounts
1493,0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,4.728125,1134.75,0.5668308322841966,Medium,42.880752462299476,Second-Year Accounts
1494,1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,1.45,6032.0,0.41119250562496856,Medium,38.75489365515329,Loyal Accounts
1495,7041-TXQJH,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,1.0578947368421054,1487.4,0.2472971919356517,Low,9.9413471158132,Established Accounts
1496,5014-GSOUQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,1.425,259.34999999999997,0.02118032532016579,Low,0.42254749013730747,Second-Year Accounts
1497,5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,1.107,2712.15,0.062359511954397706,Low,3.451598986675913,Loyal Accounts
1498,0481-SUMCB,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,2.220652173913044,4596.75,0.35040636733867425,Medium,35.794010423645574,Established Accounts
1499,1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,3.7421052631578946,1279.8,0.4637778705059312,Medium,32.97460659297171,Second-Year Accounts
1500,5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,37.35,74.7,0.917503728390787,High,68.53752851079179,First-Year Accounts
1501,8819-WFGGJ,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,0.7840579710144928,3678.8,0.030229537797505094,Low,1.6354179948450256,Loyal Accounts
1502,7427-AUFPY,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,0.35727272727272724,1061.1,0.005886067381457023,Low,0.11566122404563049,Loyal Accounts
1503,2811-POVEX,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,3.685416666666667,2034.3500000000001,0.44600631238411026,Medium,39.449258330374555,Second-Year Accounts
1504,1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,4.258333333333334,1303.0500000000002,0.46498063286682667,Medium,35.640765509242264,Second-Year Accounts
1505,7898-PDWQE,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,1.1166666666666667,5708.400000000001,0.008294090814693537,Low,0.6668449015013604,Loyal Accounts
1506,9972-EWRJS,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,0.28308823529411764,1289.75,0.005155023845087597,Low,0.09923420901793624,Loyal Accounts
1507,9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,5.653333333333333,1187.2,0.6422171080386481,High,54.46001076167735,Second-Year Accounts
1508,0661-XEYAN,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,12.9,25.8,0.6409410150892662,High,16.53627818930307,First-Year Accounts
1509,5799-JRCZO,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,0.3046875,1228.5,0.004017915694294746,Low,0.07834935603874756,Loyal Accounts
1510,1921-KYSAY,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,1.6333333333333333,2812.6,0.09554772555361345,Low,6.554573972977882,Established Accounts
1511,6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,5.144444444444444,1574.1999999999998,0.6307393866741442,High,58.40646720602575,Second-Year Accounts
1512,2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,1.7640350877192983,5630.8,0.2378739804497624,Low,23.91822873422361,Loyal Accounts
1513,1925-GMVBW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,3.4250000000000003,102.75,0.15262107913227801,Low,3.1363631761683135,First-Year Accounts
1514,7881-EVUAD,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,14.200000000000001,85.2,0.5951694555272933,Medium,25.354218805462693,First-Year Accounts
1515,6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,4.9,58.800000000000004,0.21236982536807864,Low,4.162448577214342,First-Year Accounts
1516,9207-ZPANB,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,1.7750000000000001,2495.65,0.04420858690007377,Low,2.9818691864099756,Established Accounts
1517,5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,2.295,1996.6499999999999,0.1407298869432928,Low,9.68925271604571,Established Accounts
1518,9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,4.838888888888889,348.4,0.21826165128721417,Low,9.505294913558176,First-Year Accounts
1519,1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,1.71640625,6920.549999999999,0.309065235739769,Medium,33.95081614601362,Loyal Accounts
1520,3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,2.58125,144.54999999999998,0.12456414165360244,Low,2.57224952514689,First-Year Accounts
1521,2984-AFWNC,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,23.85,286.20000000000005,0.7691640043884155,High,73.37824601865483,First-Year Accounts
1522,0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,0.2876712328767123,1512.0,0.0032936359518864625,Low,0.06916635498961571,Loyal Accounts
1523,8096-LOIST,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,2.81,1067.8,0.29666030250258935,Low,16.672309000645523,Second-Year Accounts
1524,9764-REAFF,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,0.30666666666666664,1085.6,0.005592631005333614,Low,0.10290441049813848,Loyal Accounts
1525,3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,30.0,180.0,0.6258543481320841,High,56.326891331887566,First-Year Accounts
1526,7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,0.7152777777777778,901.25,0.12398138565461861,Low,3.192520680606429,Established Accounts
1527,4881-GQJTW,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,1.3066666666666669,274.40000000000003,0.10978225135018281,Low,2.151732126463583,Second-Year Accounts
1528,8519-QJGJD,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,5.0233333333333325,1054.8999999999999,0.42571923335218775,Medium,32.077944233087344,Second-Year Accounts
1529,7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,0.28285714285714286,1366.2,0.00339037266837495,Low,0.06712937883382401,Loyal Accounts
1530,7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0,8.025,449.40000000000003,0.2745005052025847,Low,17.622932434005936,First-Year Accounts
1531,2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,1.082142857142857,5226.75,0.009226199735929114,Low,0.6988846299966304,Loyal Accounts
1532,2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,1.0815068493150686,5684.400000000001,0.02705922019890837,Low,2.136325434703816,Loyal Accounts
1533,6326-MTTXK,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,11.205555555555556,806.8,0.6877680304220696,High,69.36140586806572,First-Year Accounts
1534,5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,10.059999999999999,201.2,0.26394832888548037,Low,13.27660094293966,First-Year Accounts
1535,2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,1.2546875,5058.9,0.1549227788656522,Low,12.44029914291187,Loyal Accounts
1536,2429-AYKKO,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,0.2719178082191781,1429.2,0.00362252997616741,Low,0.0719072200269231,Loyal Accounts
1537,9798-OPFEM,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,0.448936170212766,970.6,0.013821581952498461,Low,0.29163537919771754,Established Accounts
1538,0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,11.658333333333333,349.75,0.56511245120265,Medium,39.52961596162537,First-Year Accounts
1539,3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,1.6129032258064515,1500.0,0.14826471722751894,Low,7.413235861375947,Established Accounts
1540,5193-QLVZB,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,1.63671875,6599.25,0.10055592188076434,Low,10.533232817010065,Loyal Accounts
1541,7114-AEOZE,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,0.3254098360655738,1191.0,0.005312827156971441,Low,0.10545961906588311,Loyal Accounts
1542,2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,1.6796875,6772.5,0.2675749455563596,Low,28.764306647308654,Loyal Accounts
1543,5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,3.303846153846154,2147.5,0.3408348876954232,Medium,29.277716853036853,Established Accounts
